Timestamp: 12-dic-2016 19.47.50
A_identical_or_random: 0
A_size_of: 2
C_identical_or_random: 0
C_links_between_species: 2
C_neighbours_or_random: 1
Collect_data: 2
Data_collection_file_name: NKCoutput.txt
Fitness_method: 0
Fitness_method_averaging_weightings: 0
Fitness_range_dp: 2
Fitness_threshold: 0.0
K_identical_or_random: 0
K_neighbours_or_random: 0
K_size_of: 3
N_size_of: 10
Next_neighbour_method: 0
Organization_walk_order: 0
Organization_walk_type: 0
Organizations_no_of: 1
S_species: 5
Simulation_halt: 500
Stop_simulation_early: 1
X_identical_or_random: 0
X_neighbours_or_random: 0
X_species: 2
Xml_file: default_xml_file.xml


"tick","Average Fitness 0","Maximum Fitness 0","Minimum Fitness 0","Average Wait Before Move 0","Maximum Wait Before Move 0","Minimum Wait Before Move 0","Average Number of Fitter Neighbours 0","Maximum Number of Fitter Neighbours 0","Minimum Number of Fitter Neighbours 0","Average Fitness 1","Maximum Fitness 1","Minimum Fitness 1","Average Wait Before Move 1","Maximum Wait Before Move 1","Minimum Wait Before Move 1","Average Number of Fitter Neighbours 1","Maximum Number of Fitter Neighbours 1","Minimum Number of Fitter Neighbours 1","Average Fitness 2","Maximum Fitness 2","Minimum Fitness 2","Average Wait Before Move 2","Maximum Wait Before Move 2","Minimum Wait Before Move 2","Average Number of Fitter Neighbours 2","Maximum Number of Fitter Neighbours 2","Minimum Number of Fitter Neighbours 2","Average Fitness 3","Maximum Fitness 3","Minimum Fitness 3","Average Wait Before Move 3","Maximum Wait Before Move 3","Minimum Wait Before Move 3","Average Number of Fitter Neighbours 3","Maximum Number of Fitter Neighbours 3","Minimum Number of Fitter Neighbours 3","Average Fitness 4","Maximum Fitness 4","Minimum Fitness 4","Average Wait Before Move 4","Maximum Wait Before Move 4","Minimum Wait Before Move 4","Average Number of Fitter Neighbours 4","Maximum Number of Fitter Neighbours 4","Minimum Number of Fitter Neighbours 4","Fraction Still Walking"
1.0,0.585000004529953,0.585000004529953,0.585000004529953,1.0,1.0,1.0,4.0,4.0,4.0,0.585000004529953,0.585000004529953,0.585000004529953,1.0,1.0,1.0,4.0,4.0,4.0,0.585000004529953,0.585000004529953,0.585000004529953,1.0,1.0,1.0,4.0,4.0,4.0,0.5920000063478946,0.5920000063478946,0.5920000063478946,1.0,1.0,1.0,5.0,5.0,5.0,0.6070000059902668,0.6070000059902668,0.6070000059902668,1.0,1.0,1.0,3.0,3.0,3.0,100.0
2.0,0.585000004529953,0.585000004529953,0.585000004529953,1.0,1.0,1.0,4.0,4.0,4.0,0.585000004529953,0.585000004529953,0.585000004529953,1.0,1.0,1.0,4.0,4.0,4.0,0.585000004529953,0.585000004529953,0.585000004529953,1.0,1.0,1.0,4.0,4.0,4.0,0.5920000063478946,0.5920000063478946,0.5920000063478946,1.0,1.0,1.0,5.0,5.0,5.0,0.6070000059902668,0.6070000059902668,0.6070000059902668,1.0,1.0,1.0,3.0,3.0,3.0,100.0
3.0,0.585000004529953,0.585000004529953,0.585000004529953,1.0,1.0,1.0,4.0,4.0,4.0,0.585000004529953,0.585000004529953,0.585000004529953,1.0,1.0,1.0,4.0,4.0,4.0,0.585000004529953,0.585000004529953,0.585000004529953,1.0,1.0,1.0,4.0,4.0,4.0,0.5920000063478946,0.5920000063478946,0.5920000063478946,1.0,1.0,1.0,5.0,5.0,5.0,0.6070000059902668,0.6070000059902668,0.6070000059902668,1.0,1.0,1.0,3.0,3.0,3.0,100.0
4.0,0.6740000002384187,0.6740000002384187,0.6740000002384187,3.0,3.0,3.0,2.0,2.0,2.0,0.6799999978542328,0.6799999978542328,0.6799999978542328,3.0,3.0,3.0,1.0,1.0,1.0,0.6480000019073486,0.6480000019073486,0.6480000019073486,3.0,3.0,3.0,2.0,2.0,2.0,0.49900000654160975,0.49900000654160975,0.49900000654160975,1.0,1.0,1.0,5.0,5.0,5.0,0.5360000040382147,0.5360000040382147,0.5360000040382147,1.0,1.0,1.0,3.0,3.0,3.0,100.0
5.0,0.6919999954998494,0.6919999954998494,0.6919999954998494,1.0,1.0,1.0,3.0,3.0,3.0,0.6249999935626984,0.6249999935626984,0.6249999935626984,3.0,3.0,3.0,3.0,3.0,3.0,0.653999999165535,0.653999999165535,0.653999999165535,1.0,1.0,1.0,2.0,2.0,2.0,0.48900000341236594,0.48900000341236594,0.48900000341236594,1.0,1.0,1.0,4.0,4.0,4.0,0.5490000065416097,0.5490000065416097,0.5490000065416097,1.0,1.0,1.0,3.0,3.0,3.0,100.0
6.0,0.6029999951422215,0.6029999951422215,0.6029999951422215,1.0,1.0,1.0,4.0,4.0,4.0,0.5939999943375588,0.5939999943375588,0.5939999943375588,2.0,2.0,2.0,2.0,2.0,2.0,0.5890000027418136,0.5890000027418136,0.5890000027418136,1.0,1.0,1.0,5.0,5.0,5.0,0.5719999991953373,0.5719999991953373,0.5719999991953373,5.0,5.0,5.0,4.0,4.0,4.0,0.6490000016987324,0.6490000016987324,0.6490000016987324,5.0,5.0,5.0,2.0,2.0,2.0,100.0
7.0,0.5949999957978725,0.5949999957978725,0.5949999957978725,1.0,1.0,1.0,3.0,3.0,3.0,0.506999998241663,0.506999998241663,0.506999998241663,1.0,1.0,1.0,5.0,5.0,5.0,0.6209999978542328,0.6209999978542328,0.6209999978542328,2.0,2.0,2.0,2.0,2.0,2.0,0.5530000001192092,0.5530000001192092,0.5530000001192092,1.0,1.0,1.0,2.0,2.0,2.0,0.5950000036507845,0.5950000036507845,0.5950000036507845,5.0,5.0,5.0,3.0,3.0,3.0,100.0
8.0,0.6309999980032444,0.6309999980032444,0.6309999980032444,1.0,1.0,1.0,3.0,3.0,3.0,0.5219999969005584,0.5219999969005584,0.5219999969005584,1.0,1.0,1.0,3.0,3.0,3.0,0.6209999978542328,0.6209999978542328,0.6209999978542328,2.0,2.0,2.0,2.0,2.0,2.0,0.5530000001192092,0.5530000001192092,0.5530000001192092,1.0,1.0,1.0,2.0,2.0,2.0,0.6620000042021275,0.6620000042021275,0.6620000042021275,5.0,5.0,5.0,2.0,2.0,2.0,100.0
9.0,0.6309999980032444,0.6309999980032444,0.6309999980032444,1.0,1.0,1.0,3.0,3.0,3.0,0.5219999969005584,0.5219999969005584,0.5219999969005584,1.0,1.0,1.0,3.0,3.0,3.0,0.6209999978542328,0.6209999978542328,0.6209999978542328,2.0,2.0,2.0,2.0,2.0,2.0,0.5530000001192092,0.5530000001192092,0.5530000001192092,1.0,1.0,1.0,2.0,2.0,2.0,0.6620000042021275,0.6620000042021275,0.6620000042021275,5.0,5.0,5.0,2.0,2.0,2.0,100.0
10.0,0.6309999980032444,0.6309999980032444,0.6309999980032444,1.0,1.0,1.0,3.0,3.0,3.0,0.5219999969005584,0.5219999969005584,0.5219999969005584,1.0,1.0,1.0,3.0,3.0,3.0,0.6209999978542328,0.6209999978542328,0.6209999978542328,2.0,2.0,2.0,2.0,2.0,2.0,0.5530000001192092,0.5530000001192092,0.5530000001192092,1.0,1.0,1.0,2.0,2.0,2.0,0.6620000042021275,0.6620000042021275,0.6620000042021275,5.0,5.0,5.0,2.0,2.0,2.0,100.0
