Timestamp: 12-dic-2016 19.47.06
A_identical_or_random: 0
A_size_of: 2
C_identical_or_random: 0
C_links_between_species: 2
C_neighbours_or_random: 1
Collect_data: 2
Data_collection_file_name: NKCoutput.txt
Fitness_method: 0
Fitness_method_averaging_weightings: 0
Fitness_range_dp: 2
Fitness_threshold: 0.0
K_identical_or_random: 0
K_neighbours_or_random: 0
K_size_of: 2
N_size_of: 10
Next_neighbour_method: 0
Organization_walk_order: 0
Organization_walk_type: 0
Organizations_no_of: 1
S_species: 5
Simulation_halt: 500
Stop_simulation_early: 1
X_identical_or_random: 0
X_neighbours_or_random: 0
X_species: 2
Xml_file: default_xml_file.xml


"tick","Average Fitness 0","Maximum Fitness 0","Minimum Fitness 0","Average Wait Before Move 0","Maximum Wait Before Move 0","Minimum Wait Before Move 0","Average Number of Fitter Neighbours 0","Maximum Number of Fitter Neighbours 0","Minimum Number of Fitter Neighbours 0","Average Fitness 1","Maximum Fitness 1","Minimum Fitness 1","Average Wait Before Move 1","Maximum Wait Before Move 1","Minimum Wait Before Move 1","Average Number of Fitter Neighbours 1","Maximum Number of Fitter Neighbours 1","Minimum Number of Fitter Neighbours 1","Average Fitness 2","Maximum Fitness 2","Minimum Fitness 2","Average Wait Before Move 2","Maximum Wait Before Move 2","Minimum Wait Before Move 2","Average Number of Fitter Neighbours 2","Maximum Number of Fitter Neighbours 2","Minimum Number of Fitter Neighbours 2","Average Fitness 3","Maximum Fitness 3","Minimum Fitness 3","Average Wait Before Move 3","Maximum Wait Before Move 3","Minimum Wait Before Move 3","Average Number of Fitter Neighbours 3","Maximum Number of Fitter Neighbours 3","Minimum Number of Fitter Neighbours 3","Average Fitness 4","Maximum Fitness 4","Minimum Fitness 4","Average Wait Before Move 4","Maximum Wait Before Move 4","Minimum Wait Before Move 4","Average Number of Fitter Neighbours 4","Maximum Number of Fitter Neighbours 4","Minimum Number of Fitter Neighbours 4","Fraction Still Walking"
1.0,0.4799999948590994,0.4799999948590994,0.4799999948590994,0.0,0.0,0.0,4.0,4.0,4.0,0.4799999948590994,0.4799999948590994,0.4799999948590994,0.0,0.0,0.0,4.0,4.0,4.0,0.4799999948590994,0.4799999948590994,0.4799999948590994,0.0,0.0,0.0,4.0,4.0,4.0,0.4799999948590994,0.4799999948590994,0.4799999948590994,0.0,0.0,0.0,4.0,4.0,4.0,0.4799999948590994,0.4799999948590994,0.4799999948590994,0.0,0.0,0.0,4.0,4.0,4.0,100.0
2.0,0.4799999948590994,0.4799999948590994,0.4799999948590994,0.0,0.0,0.0,4.0,4.0,4.0,0.4799999948590994,0.4799999948590994,0.4799999948590994,0.0,0.0,0.0,4.0,4.0,4.0,0.4799999948590994,0.4799999948590994,0.4799999948590994,0.0,0.0,0.0,4.0,4.0,4.0,0.4799999948590994,0.4799999948590994,0.4799999948590994,0.0,0.0,0.0,4.0,4.0,4.0,0.4799999948590994,0.4799999948590994,0.4799999948590994,0.0,0.0,0.0,4.0,4.0,4.0,100.0
3.0,0.3669999975562096,0.3669999975562096,0.3669999975562096,3.0,3.0,3.0,7.0,7.0,7.0,0.4329999985396862,0.4329999985396862,0.4329999985396862,3.0,3.0,3.0,6.0,6.0,6.0,0.5110000003129244,0.5110000003129244,0.5110000003129244,3.0,3.0,3.0,4.0,4.0,4.0,0.41899999491870404,0.41899999491870404,0.41899999491870404,0.0,0.0,0.0,7.0,7.0,7.0,0.47099999338388443,0.47099999338388443,0.47099999338388443,0.0,0.0,0.0,6.0,6.0,6.0,100.0
4.0,0.447999994456768,0.447999994456768,0.447999994456768,1.0,1.0,1.0,5.0,5.0,5.0,0.4329999975860119,0.4329999975860119,0.4329999975860119,3.0,3.0,3.0,6.0,6.0,6.0,0.5110000003129244,0.5110000003129244,0.5110000003129244,3.0,3.0,3.0,4.0,4.0,4.0,0.41300000362098216,0.41300000362098216,0.41300000362098216,0.0,0.0,0.0,5.0,5.0,5.0,0.5089999973773957,0.5089999973773957,0.5089999973773957,0.0,0.0,0.0,5.0,5.0,5.0,100.0
5.0,0.34199999541044235,0.34199999541044235,0.34199999541044235,1.0,1.0,1.0,7.0,7.0,7.0,0.4359999943524599,0.4359999943524599,0.4359999943524599,2.0,2.0,2.0,6.0,6.0,6.0,0.5110000003129244,0.5110000003129244,0.5110000003129244,3.0,3.0,3.0,4.0,4.0,4.0,0.41300000362098216,0.41300000362098216,0.41300000362098216,0.0,0.0,0.0,5.0,5.0,5.0,0.4990000009536743,0.4990000009536743,0.4990000009536743,0.0,0.0,0.0,4.0,4.0,4.0,100.0
6.0,0.36900000013411044,0.36900000013411044,0.36900000013411044,2.0,2.0,2.0,7.0,7.0,7.0,0.46899999940395354,0.46899999940395354,0.46899999940395354,1.0,1.0,1.0,5.0,5.0,5.0,0.5900000004470348,0.5900000004470348,0.5900000004470348,3.0,3.0,3.0,2.0,2.0,2.0,0.38700000047683714,0.38700000047683714,0.38700000047683714,6.0,6.0,6.0,6.0,6.0,6.0,0.5350000038743019,0.5350000038743019,0.5350000038743019,6.0,6.0,6.0,3.0,3.0,3.0,100.0
7.0,0.462000007763505,0.462000007763505,0.462000007763505,1.0,1.0,1.0,4.0,4.0,4.0,0.3860000027418137,0.3860000027418137,0.3860000027418137,1.0,1.0,1.0,6.0,6.0,6.0,0.5600000059008599,0.5600000059008599,0.5600000059008599,4.0,4.0,4.0,2.0,2.0,2.0,0.5019999965429307,0.5019999965429307,0.5019999965429307,1.0,1.0,1.0,4.0,4.0,4.0,0.5590000033378602,0.5590000033378602,0.5590000033378602,1.0,1.0,1.0,3.0,3.0,3.0,100.0
8.0,0.4620000097900629,0.4620000097900629,0.4620000097900629,1.0,1.0,1.0,4.0,4.0,4.0,0.48300000131130216,0.48300000131130216,0.48300000131130216,1.0,1.0,1.0,5.0,5.0,5.0,0.5930000096559525,0.5930000096559525,0.5930000096559525,4.0,4.0,4.0,1.0,1.0,1.0,0.5309999942779541,0.5309999942779541,0.5309999942779541,1.0,1.0,1.0,3.0,3.0,3.0,0.5590000033378602,0.5590000033378602,0.5590000033378602,1.0,1.0,1.0,3.0,3.0,3.0,100.0
9.0,0.4620000097900629,0.4620000097900629,0.4620000097900629,1.0,1.0,1.0,4.0,4.0,4.0,0.48300000131130216,0.48300000131130216,0.48300000131130216,1.0,1.0,1.0,5.0,5.0,5.0,0.5930000096559525,0.5930000096559525,0.5930000096559525,4.0,4.0,4.0,1.0,1.0,1.0,0.5309999942779541,0.5309999942779541,0.5309999942779541,1.0,1.0,1.0,3.0,3.0,3.0,0.5590000033378602,0.5590000033378602,0.5590000033378602,1.0,1.0,1.0,3.0,3.0,3.0,100.0
10.0,0.4920000076442957,0.4920000076442957,0.4920000076442957,1.0,1.0,1.0,4.0,4.0,4.0,0.5260000064969063,0.5260000064969063,0.5260000064969063,4.0,4.0,4.0,5.0,5.0,5.0,0.5930000096559525,0.5930000096559525,0.5930000096559525,4.0,4.0,4.0,1.0,1.0,1.0,0.5309999942779541,0.5309999942779541,0.5309999942779541,1.0,1.0,1.0,3.0,3.0,3.0,0.47000000700354577,0.47000000700354577,0.47000000700354577,1.0,1.0,1.0,5.0,5.0,5.0,100.0
