Timestamp: 12-dic-2016 19.36.15
A_identical_or_random: 0
A_size_of: 2
C_identical_or_random: 0
C_links_between_species: 2
C_neighbours_or_random: 1
Collect_data: 2
Data_collection_file_name: NKCoutput.txt
Fitness_method: 0
Fitness_method_averaging_weightings: 0
Fitness_range_dp: 2
Fitness_threshold: 0.0
K_identical_or_random: 0
K_neighbours_or_random: 0
K_size_of: 2
N_size_of: 8
Next_neighbour_method: 0
Organization_walk_order: 0
Organization_walk_type: 0
Organizations_no_of: 1
S_species: 5
Simulation_halt: 500
Stop_simulation_early: 1
X_identical_or_random: 0
X_neighbours_or_random: 0
X_species: 2
Xml_file: default_xml_file.xml


"tick","Average Fitness 0","Maximum Fitness 0","Minimum Fitness 0","Average Wait Before Move 0","Maximum Wait Before Move 0","Minimum Wait Before Move 0","Average Number of Fitter Neighbours 0","Maximum Number of Fitter Neighbours 0","Minimum Number of Fitter Neighbours 0","Average Fitness 1","Maximum Fitness 1","Minimum Fitness 1","Average Wait Before Move 1","Maximum Wait Before Move 1","Minimum Wait Before Move 1","Average Number of Fitter Neighbours 1","Maximum Number of Fitter Neighbours 1","Minimum Number of Fitter Neighbours 1","Average Fitness 2","Maximum Fitness 2","Minimum Fitness 2","Average Wait Before Move 2","Maximum Wait Before Move 2","Minimum Wait Before Move 2","Average Number of Fitter Neighbours 2","Maximum Number of Fitter Neighbours 2","Minimum Number of Fitter Neighbours 2","Average Fitness 3","Maximum Fitness 3","Minimum Fitness 3","Average Wait Before Move 3","Maximum Wait Before Move 3","Minimum Wait Before Move 3","Average Number of Fitter Neighbours 3","Maximum Number of Fitter Neighbours 3","Minimum Number of Fitter Neighbours 3","Average Fitness 4","Maximum Fitness 4","Minimum Fitness 4","Average Wait Before Move 4","Maximum Wait Before Move 4","Minimum Wait Before Move 4","Average Number of Fitter Neighbours 4","Maximum Number of Fitter Neighbours 4","Minimum Number of Fitter Neighbours 4","Fraction Still Walking"
1.0,0.4049999995827675,0.4049999995827675,0.4049999995827675,1.0,1.0,1.0,6.0,6.0,6.0,0.4049999995827675,0.4049999995827675,0.4049999995827675,1.0,1.0,1.0,6.0,6.0,6.0,0.4049999995827675,0.4049999995827675,0.4049999995827675,1.0,1.0,1.0,6.0,6.0,6.0,0.3529999980777502,0.3529999980777502,0.3529999980777502,1.0,1.0,1.0,8.0,8.0,8.0,0.39799999855458734,0.39799999855458734,0.39799999855458734,1.0,1.0,1.0,5.0,5.0,5.0,100.0
2.0,0.3969999959692359,0.3969999959692359,0.3969999959692359,1.0,1.0,1.0,6.0,6.0,6.0,0.3969999959692359,0.3969999959692359,0.3969999959692359,1.0,1.0,1.0,6.0,6.0,6.0,0.3969999959692359,0.3969999959692359,0.3969999959692359,1.0,1.0,1.0,6.0,6.0,6.0,0.44699999410659075,0.44699999410659075,0.44699999410659075,1.0,1.0,1.0,5.0,5.0,5.0,0.5439999923110008,0.5439999923110008,0.5439999923110008,1.0,1.0,1.0,4.0,4.0,4.0,100.0
3.0,0.40500000230968,0.40500000230968,0.40500000230968,1.0,1.0,1.0,6.0,6.0,6.0,0.40500000230968,0.40500000230968,0.40500000230968,1.0,1.0,1.0,6.0,6.0,6.0,0.40500000230968,0.40500000230968,0.40500000230968,1.0,1.0,1.0,6.0,6.0,6.0,0.3529999997466803,0.3529999997466803,0.3529999997466803,1.0,1.0,1.0,8.0,8.0,8.0,0.39799999855458734,0.39799999855458734,0.39799999855458734,1.0,1.0,1.0,5.0,5.0,5.0,100.0
4.0,0.3969999959692359,0.3969999959692359,0.3969999959692359,1.0,1.0,1.0,6.0,6.0,6.0,0.3969999959692359,0.3969999959692359,0.3969999959692359,1.0,1.0,1.0,6.0,6.0,6.0,0.3969999959692359,0.3969999959692359,0.3969999959692359,1.0,1.0,1.0,6.0,6.0,6.0,0.44699999410659075,0.44699999410659075,0.44699999410659075,1.0,1.0,1.0,5.0,5.0,5.0,0.5439999923110008,0.5439999923110008,0.5439999923110008,1.0,1.0,1.0,4.0,4.0,4.0,100.0
5.0,0.40500000230968,0.40500000230968,0.40500000230968,1.0,1.0,1.0,6.0,6.0,6.0,0.40500000230968,0.40500000230968,0.40500000230968,1.0,1.0,1.0,6.0,6.0,6.0,0.40500000230968,0.40500000230968,0.40500000230968,1.0,1.0,1.0,6.0,6.0,6.0,0.3529999997466803,0.3529999997466803,0.3529999997466803,1.0,1.0,1.0,8.0,8.0,8.0,0.39799999855458734,0.39799999855458734,0.39799999855458734,1.0,1.0,1.0,5.0,5.0,5.0,100.0
6.0,0.3969999959692359,0.3969999959692359,0.3969999959692359,1.0,1.0,1.0,6.0,6.0,6.0,0.3969999959692359,0.3969999959692359,0.3969999959692359,1.0,1.0,1.0,6.0,6.0,6.0,0.3969999959692359,0.3969999959692359,0.3969999959692359,1.0,1.0,1.0,6.0,6.0,6.0,0.44699999410659075,0.44699999410659075,0.44699999410659075,1.0,1.0,1.0,5.0,5.0,5.0,0.5439999923110008,0.5439999923110008,0.5439999923110008,1.0,1.0,1.0,4.0,4.0,4.0,100.0
7.0,0.40500000230968,0.40500000230968,0.40500000230968,1.0,1.0,1.0,6.0,6.0,6.0,0.40500000230968,0.40500000230968,0.40500000230968,1.0,1.0,1.0,6.0,6.0,6.0,0.40500000230968,0.40500000230968,0.40500000230968,1.0,1.0,1.0,6.0,6.0,6.0,0.3529999997466803,0.3529999997466803,0.3529999997466803,1.0,1.0,1.0,8.0,8.0,8.0,0.39799999855458734,0.39799999855458734,0.39799999855458734,1.0,1.0,1.0,5.0,5.0,5.0,100.0
8.0,0.3969999959692359,0.3969999959692359,0.3969999959692359,1.0,1.0,1.0,6.0,6.0,6.0,0.3969999959692359,0.3969999959692359,0.3969999959692359,1.0,1.0,1.0,6.0,6.0,6.0,0.3969999959692359,0.3969999959692359,0.3969999959692359,1.0,1.0,1.0,6.0,6.0,6.0,0.44699999410659075,0.44699999410659075,0.44699999410659075,1.0,1.0,1.0,5.0,5.0,5.0,0.5439999923110008,0.5439999923110008,0.5439999923110008,1.0,1.0,1.0,4.0,4.0,4.0,100.0
9.0,0.40500000230968,0.40500000230968,0.40500000230968,1.0,1.0,1.0,6.0,6.0,6.0,0.40500000230968,0.40500000230968,0.40500000230968,1.0,1.0,1.0,6.0,6.0,6.0,0.40500000230968,0.40500000230968,0.40500000230968,1.0,1.0,1.0,6.0,6.0,6.0,0.3529999997466803,0.3529999997466803,0.3529999997466803,1.0,1.0,1.0,8.0,8.0,8.0,0.39799999855458734,0.39799999855458734,0.39799999855458734,1.0,1.0,1.0,5.0,5.0,5.0,100.0
10.0,0.3969999959692359,0.3969999959692359,0.3969999959692359,1.0,1.0,1.0,6.0,6.0,6.0,0.3969999959692359,0.3969999959692359,0.3969999959692359,1.0,1.0,1.0,6.0,6.0,6.0,0.3969999959692359,0.3969999959692359,0.3969999959692359,1.0,1.0,1.0,6.0,6.0,6.0,0.44699999410659075,0.44699999410659075,0.44699999410659075,1.0,1.0,1.0,5.0,5.0,5.0,0.5439999923110008,0.5439999923110008,0.5439999923110008,1.0,1.0,1.0,4.0,4.0,4.0,100.0
